geo_id,Analyze and extract structured data from cryptocurrency social media and news content,Analyze business data and generate forecasting reports and insights,"Analyze political media, misinformation, and high-profile criminal investigations","Assist with B2B sales, fundraising, and business development outreach",Assist with academic assignments and coursework across multiple disciplines,Assist with advanced academic research and professional technical projects,Assist with advanced scientific research across biomedical and physical sciences,"Assist with civic information, government services, and institutional research","Assist with creative fiction writing, editing, and development","Assist with cybersecurity, data privacy compliance, and network security configuration","Assist with data analysis, statistical computing, and database management tasks","Assist with earth sciences, environmental research, and natural science tasks","Assist with game development, gaming software, and tabletop RPG content","Assist with git, version control, and repository management tasks","Assist with graduate-level academic writing, research, and assignments across disciplines",Assist with healthcare and mental health clinical documentation and professional writing,Assist with quantum mechanics and quantum computing topics,"Assist with technical and STEM coursework, homework, and assignments","Assist with video, audio, and script content creation and production",Automate business processes and data management systems,Build and manage subscription billing and membership systems,Build and test conversational AI systems and chatbots,Build recruitment software and resume processing systems,Conduct comprehensive business and corporate research analysis,Configure and troubleshoot smart home automation and IoT devices,Create and format professional presentation slides and materials,"Create and optimize resumes, cover letters, and job application materials",Create and optimize social media content and marketing strategies,"Create data visualizations, dashboards, and knowledge maps",Create educational materials and explain concepts across academic subjects,"Create marketing content, advertising campaigns, and SEO materials with platform optimization","Create prediction tools for gaming, sports analysis, and divination readings","Create religious content, spiritual guidance, poetry, and creative writing","Create software tests, test coverage, and testing documentation","Create technical software documentation, diagrams, and architecture content","Create, convert, format, and manipulate documents across multiple file types",Debug and fix automated cryptocurrency and forex trading bot systems,Debug and fix machine learning and AI system errors,Debug and fix technical issues in web/mobile applications,"Debug and implement backend APIs, integrations, and messaging systems",Debug and modify scientific computing simulation code in physics and engineering,"Debug and troubleshoot software errors, performance issues, and memory problems","Debug, fix, and refactor code across multiple languages and systems","Develop and debug automated trading systems, bots, and indicators","Develop and debug blockchain applications, smart contracts, and cryptocurrency infrastructure",Develop and manage business software applications across multiple industries,Develop and use AI systems for tax document processing and consultation,Develop comprehensive business strategy documents and corporate planning materials,Develop financial software and perform financial analysis tasks,"Develop, debug, and modify websites and web applications","Develop, debug, and optimize machine learning and AI systems","Develop, debug, and publish mobile applications",Diagnose and troubleshoot database performance and connectivity issues,Draft and refine graduate school and academic job application materials,Draft and refine professional workplace emails and business correspondence,Draft and revise formal legal correspondence and court documents,Draft personal text messages and occasion-specific written communications,Edit and revise academic writing on AI and research topics,"Edit, proofread, and reformat documents and written content",Extract and structure data from multiple sources into organized formats,"Extract, analyze, and process content from images and documents","Get help with home maintenance, repairs, vehicles, and household systems","Get relationship, dating, parenting, and personal advice across life situations",Get technical help deploying and running large language models locally or via APIs,Grade student work and create educational assessments,"Help detect fraud, investigate scams, and analyze deception","Help research, compare, and select consumer products for purchase",Help solve and explain mathematics problems across multiple topics and levels,"Help with SQL database design, queries, debugging, and concepts",Help with computer vision and object detection model development,"Help with graphic design, UI/UX work, and branding projects","Help with physics education, problems, and theory across mechanics and cosmology",Help with programming fundamentals including regex and data structures,"Help with programming, software development, and coding across multiple languages","Help with robotics programming, control systems, and academic work","Implement and troubleshoot authentication, authorization, and security systems for web applications",Learn and troubleshoot DevOps infrastructure and deployment technologies,Manage and operate e-commerce business operations and customer service,"Plan travel itineraries and book accommodations, flights, and activities",Practice job interviews and roleplay professional scenarios,Predict future sports outcomes and process sports content,"Provide advice and information about pet health, behavior, and care",Provide assistance across multiple practice areas and document types,Provide comprehensive career development and job transition assistance,"Provide fitness, nutrition, and sports training information","Provide food recipes, cooking advice, nutrition information, and beverage recommendations","Provide information about sports schedules, results, broadcasts, and recent winners","Provide investment information, stock analysis, and financial market information","Provide language learning assistance, translation, and grammar help across multiple languages","Provide lifestyle guidance on wellness, productivity, and personal care",Provide medical information and health information across multiple specialties,"Provide mental health, behavioral health, and ADHD support resources",Provide personal finance information and perform financial calculations,Provide tax information and business regulatory compliance information,Provide technical assistance with electrical engineering and power systems,"Recommend entertainment media and provide information about movies, music, books, and TV shows",Research real estate properties and locations for relocation or investment,"Resolve payment, billing, subscription, and account access issues",Respond to peer reviewers and revise manuscripts for journal submission,"Translate and format diverse professional, academic, medical, and religious content between languages","Troubleshoot and configure hardware, software, and system technical issues","Troubleshoot and configure network infrastructure, protocols, and server connections",not_classified
AK,,,,,10.37344398340249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.62655601659752
AL,,,,,6.246172688303735,,1.7146356399265157,1.2859767299448868,3.184323331292101,,1.224739742804654,,1.5309246785058177,,,0.9797917942437232,,0.9185548071034906,1.5921616656460504,0.9797917942437232,,,,,,,1.9595835884874464,1.8983466013472137,,2.3270055113288426,1.653398652786283,,2.020820575627679,,,3.490508266993264,,,,,,,1.1022657685241886,,,3.061849357011635,,2.449479485609308,,1.8371096142069812,,,,,2.7556644213104717,,,,1.7146356399265157,,1.1635027556644213,2.26576852418861,1.1635027556644213,,1.4696876913655847,,2.3882424984690753,2.26576852418861,,,1.5309246785058177,,,1.0410287813839558,,,,,,,,,1.4696876913655847,1.3472137170851195,1.3472137170851195,1.4696876913655847,,,,0.9185548071034906,2.6331904470300063,,,,0.9185548071034906,1.5309246785058177,,,,,4.409063074096754,0.9185548071034906,23.82118799755052
AR,,,,,6.30407911001236,,,,2.719406674907293,,,,,,,,,,,,,,,,,,,,,,2.595797280593325,,1.8541409147095176,,,4.202719406674907,,,,,,,,,,3.0902348578491967,,3.2138442521631645,,2.1013597033374536,,,,,2.472187886279358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8207663782447465,,66.62546353522868
AZ,,,0.6183115338882282,0.6420927467300832,4.542211652794292,,1.4030915576694412,1.2604042806183116,2.045184304399524,0.380499405469679,0.8561236623067776,0.5945303210463734,1.070154577883472,0.4042806183115339,0.7847800237812128,0.9750297265160524,,0.9988109393579072,1.1890606420927468,0.5707491082045184,,0.5231866825208086,,0.8799048751486327,,0.4280618311533888,1.7122473246135552,1.9024970273483943,0.5469678953626634,1.6171224732461358,2.235434007134364,0.6420927467300832,1.6171224732461358,,1.7360285374554103,2.7586206896551726,,,0.5707491082045184,0.4518430439952438,,0.5707491082045184,1.3793103448275863,0.4280618311533888,,3.662306777645661,0.4042806183115339,2.473246135552913,0.4994054696789536,2.4494649227110585,1.1414982164090368,0.6658739595719382,,,3.376932223543401,0.4756242568370986,0.6183115338882282,,1.6171224732461358,,1.450653983353151,1.8311533888228304,1.5695600475624256,,0.6420927467300832,,2.4494649227110585,1.3555291319857312,0.6658739595719382,,1.2128418549346016,0.4042806183115339,,1.3317479191438764,,0.8799048751486327,0.6658739595719382,0.4280618311533888,0.6658739595719382,0.6183115338882282,,,1.6884661117717006,1.7598097502972654,1.426872770511296,1.9738406658739591,,0.5945303210463734,0.9036860879904876,0.4994054696789536,2.972651605231867,,0.8799048751486327,,0.5469678953626634,0.6420927467300832,,,,,3.8763376932223546,0.9512485136741972,9.3935790725327
CA,0.1900677420926945,0.2582971879721234,0.5165943759442468,0.8211901164774111,4.844290657439446,0.34845752716994,1.547346361908475,1.262244748769433,1.4669330864077197,0.2314927628052049,0.9089136897509624,0.4434913982162873,0.9332813489936156,0.5312149714898386,0.5896973536722062,1.0624299429796773,0.0536088503338369,1.1038549636921875,1.3280374287245968,0.757834202446513,0.170573614698572,0.5239046737170427,0.2851016131390418,1.184268239192943,0.0950338710463472,0.5555826307324918,1.5595301915298017,1.6911155514401286,0.4849164189287977,1.671621424046006,2.351479116916029,0.5117208440957162,1.2793021102392903,0.1413324236073882,1.1184755592377795,1.9396656757151909,0.085286807349286,0.1413324236073882,0.5775135240508796,0.3265266338515522,0.131585359910327,0.4776061211560017,1.2793021102392903,0.4946634826258589,0.085286807349286,3.126370680832399,0.3801354841853891,2.47575417905356,0.5239046737170427,2.0931819289439058,1.6058287440908423,0.6408694380817779,0.0999074028948779,0.3825722501096544,3.9158828402943615,0.4191237389736342,0.5385252692626347,0.533651737414104,1.522978702665822,0.2314927628052049,1.2427506213753108,1.6521272966518836,1.5059213411959649,0.1510794873044495,0.6286856084604513,0.1096544665919391,2.592718943418295,1.5595301915298017,0.5263414396413081,0.1388956576831229,1.250060919148107,0.3362736975486134,0.4264340367464301,1.142843218480433,0.2534236561235927,0.6920415224913495,0.5726399922023491,0.5385252692626347,0.8553048394171255,0.8309371801744724,0.2071251035625518,0.2290559968809396,2.068814269701252,2.0030215897460892,1.308543301330474,1.5985184463180466,0.2729177835177153,0.7602709683707783,0.9600857741605342,0.7700180320678396,2.9801647253764805,0.4556752278376139,0.850431307568595,0.2924119109118378,0.5726399922023491,0.8260636483259418,0.3630781227155319,0.3801354841853891,0.170573614698572,0.487353184853063,3.7209415663531367,0.9064769238266972,3.957307861006872
CO,0.2662672657680146,0.2496255616575137,0.4659677150940256,0.6989515726410384,4.243634548177734,0.2829089698785155,1.3479780329505742,1.2647695123980696,1.181560991845565,0.2995506739890164,0.7488766849725411,0.5991013479780329,1.0650690630720585,0.4992511233150275,0.2662672657680146,1.0650690630720585,,0.782160093193543,0.8320852055250457,0.9152937260775504,,0.3328340822100183,0.2829089698785155,1.0983524712930606,,0.4992511233150275,1.3479780329505742,2.0802130138126143,0.5158928274255283,1.9304376768181064,2.7125977700116493,0.6157430520885339,1.4478282576135797,,1.198202695956066,1.797304043934099,,,0.6323847561990348,0.3494757863205192,,0.3328340822100183,1.1482775836245631,0.4659677150940256,,3.794308537194209,0.3827591945415211,2.9122982193376603,0.5991013479780329,2.130138126144117,1.1482775836245631,0.582459643867532,,0.3827591945415211,4.260276252288234,0.5325345315360293,0.5325345315360293,0.399400898652022,1.4478282576135797,0.2662672657680146,0.9652188384090532,1.8472291562656016,1.2647695123980696,,0.6656681644200366,0.2662672657680146,2.9289399234481612,1.1149941754035613,0.5158928274255283,,1.181560991845565,,0.2829089698785155,1.164919287735064,,0.8487269096355468,0.7655183890830422,0.582459643867532,1.1149941754035613,0.6823098685305375,0.2496255616575137,0.2662672657680146,1.8139457480445995,1.8971542685971048,1.4644699617240806,1.7307372274920951,0.2662672657680146,0.8487269096355468,0.7322349808620403,0.8487269096355468,3.0787152604426695,0.6490264603095357,0.998502246630055,0.399400898652022,0.7488766849725411,0.5491762356465303,0.2662672657680146,0.4160426027625228,0.2496255616575137,0.3827591945415211,3.8275919454152105,1.0650690630720585,5.824596438675321
CT,,,0.7596961215513794,1.0795681727309077,6.717313074770093,,2.0791683326669332,1.1195521791283487,1.2794882047181129,,1.1195521791283487,,0.9596161535385844,,0.8396641343462616,1.0795681727309077,,0.9596161535385844,0.6797281087564974,0.7596961215513794,,,,1.719312275089964,,0.7596961215513794,1.5193922431027589,1.2794882047181129,,1.639344262295082,2.1591363454618153,0.5997600959616154,1.4394242303078768,,1.639344262295082,2.7189124350259894,,,,,,,1.1595361855257895,,,2.798880447820872,,2.5589764094362257,0.6797281087564974,1.8392642942822872,0.8396641343462616,,,,3.4786085565773694,,,0.5997600959616154,1.9992003198720512,,1.2395041983206718,1.4794082367053178,1.599360255897641,,1.1195521791283487,,2.8788484606157536,1.5193922431027589,,,1.4794082367053178,,,0.9196321471411436,,0.6797281087564974,,,,,,,2.039184326269492,1.7592962814874051,1.7592962814874051,1.719312275089964,,0.7596961215513794,0.6797281087564974,0.7996801279488205,2.838864454218313,,0.6397441023590564,,,0.5997600959616154,,,,,3.638544582167133,0.7197121151539384,18.272690923630545
DC,,,1.1446886446886446,,6.227106227106227,,1.8315018315018317,2.7930402930402933,0.9157509157509158,,1.3278388278388278,,,,,1.694139194139194,,0.9157509157509158,,0.7326007326007326,,,,0.6868131868131868,,,2.8846153846153846,1.282051282051282,0.6868131868131868,1.5567765567765568,2.2435897435897436,,1.0073260073260073,,1.1446886446886446,5.4945054945054945,,,,,,,0.9157509157509158,,,2.2893772893772892,,2.93040293040293,0.8241758241758242,1.3278388278388278,1.73992673992674,,,0.7326007326007326,5.86080586080586,,,0.6868131868131868,2.152014652014652,,0.9615384615384616,0.86996336996337,1.282051282051282,,0.86996336996337,,2.2893772893772892,1.510989010989011,,,0.9157509157509158,,,,,,0.86996336996337,,0.8241758241758242,0.9615384615384616,,,1.9688644688644688,2.152014652014652,1.1904761904761905,1.510989010989011,,,0.9157509157509158,,2.2893772893772892,,0.7326007326007326,,,0.7326007326007326,,,,,3.205128205128205,,19.917582417582416
DE,,,,,4.672897196261682,,,,,,,,,,,,,,,,,,,,,,,,,2.803738317757009,,,,,,5.607476635514018,,,,,,,,,,,,3.925233644859813,,,,,,,,,,,,,,,,,,,2.803738317757009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.990654205607477,,77.19626168224299
FL,0.2073306182895224,0.2221399481673454,0.6738245094409478,0.5849685301740096,4.427989633469085,0.2961865975564606,1.147723065531285,1.0292484265087003,1.85857089966679,0.273972602739726,0.9848204368752316,0.4516845612736023,0.9922251018141428,0.4590892262125138,0.5627545353572752,1.095890410958904,,0.8811551277304702,1.3624583487597186,0.8811551277304702,0.2295446131062569,0.4368752313957794,0.2443539429840799,1.2439837097371345,0.1184746390225842,0.5849685301740096,1.2069603850425767,2.302850796001481,0.4738985560903369,1.873380229544613,3.2062199185486855,0.6812291743798593,1.7326915957052942,0.1777119585338763,1.1625323954091078,3.317289892632359,0.1406886338393188,0.1332839689004072,0.5775638652350981,0.3776379118844872,0.1110699740836727,0.4442798963346909,1.177341725286931,0.7034431691965939,0.1332839689004072,3.687523139577934,0.4442798963346909,2.8285820066641985,0.762680488707886,2.7693446871529064,1.3550536838208072,0.5553498704183636,,0.2813772676786376,3.1025546094039247,0.547945205479452,0.4887078859681599,0.3702332469455757,1.3328396890040726,0.2813772676786376,1.399481673454276,1.4513143280266567,1.0810810810810811,,0.6368011847463902,0.1406886338393188,2.7101073676416143,1.4513143280266567,0.5553498704183636,,1.236579044798223,0.2295446131062569,0.2073306182895224,0.9107737874861164,,0.807108478341355,0.518326545723806,0.5997778600518326,0.6071825249907441,0.533135875601629,0.259163272861903,0.2813772676786376,2.132543502406516,1.6364309514994446,1.1699370603480193,1.2587930396149574,0.259163272861903,0.8293224731580897,1.147723065531285,0.7256571640133284,2.717512032580526,0.4590892262125138,1.066271751203258,0.1999259533506109,0.3776379118844872,0.5923731951129212,0.4738985560903369,0.5257312106627176,,0.3109959274342836,3.3024805627545355,0.8589411329137356,4.346538319141059
