geo_id,Analyze and create political journalism and media criticism content,Analyze and evaluate real estate properties for purchase or investment,Analyze financial markets and summarize cryptocurrency news,"Assist with advanced scientific research across medical, materials, and physical sciences","Assist with business planning, strategy, and entrepreneurial development","Assist with computer vision, object detection, and robotic image analysis","Assist with cryptography, blockchain, and cryptocurrency technical tasks",Assist with cybersecurity testing and membership inference attack evaluation,"Assist with data analysis, statistical computing, and programming tasks",Assist with database administration and data engineering tasks,"Assist with environmental science, geoscience, and earth systems research tasks",Assist with graduate-level academic research and thesis writing,Assist with healthcare documentation and mental health clinical writing,"Assist with job searching, career planning, and professional development",Assist with multidisciplinary scientific research and academic projects,"Assist with multilingual vocabulary, grammar, translation, and pronunciation learning",Assist with quantum mechanics and quantum computing topics,"Assist with video game development, debugging, and implementation",Automate scripts and manage news retrieval workflows,Build complete e-commerce platforms with payment and order systems,"Build, debug, and customize web applications and websites",Complete academic assignments and create educational materials across all subjects,Complete academic assignments and exams across STEM subjects and finance,Complete humanities and social science academic assignments across multiple disciplines,Configure and troubleshoot communication systems and messaging infrastructure,"Configure and troubleshoot development infrastructure, CI/CD, and deployment systems",Configure and troubleshoot network infrastructure and server systems,Configure and troubleshoot smart home automation and IoT devices,"Convert, format, and generate documents across multiple file types","Create and debug graphics code, shaders, and visual effects","Create and fix data visualizations including charts, graphs, and maps","Create and format presentation slides, scripts, and speaker notes from source materials","Create and manage scheduling, time tracking, and productivity systems",Create and optimize marketing content across multiple formats and industries,Create and optimize social media content and marketing strategies,Create business analytics dashboards and forecasting reports,Create religious content and provide theological guidance,Create scientific data visualizations and plots using code,"Create technical documentation, diagrams, and architectural designs for various professional projects","Create video scripts, podcasts, and music content with production support","Create, grade, and evaluate educational assessments and student work","Debug and develop APIs, endpoints, and server connectivity issues","Debug and develop embedded systems, firmware, and low-level code","Debug and fix CSS, HTML, and UI layout and styling issues",Debug and fix mobile app development errors and bugs,Debug and implement bioinformatics analysis code for genomic data,"Debug, fix, and refactor code across programming languages and development tasks","Develop and debug automated trading systems, bots, and indicators",Develop and manage digital marketing campaigns and advertising strategies,"Develop and troubleshoot AI systems including chatbots, voice AI, and workflow automation",Develop and troubleshoot business management software systems and applications,Develop healthcare software and fitness tracking applications,"Develop multimedia applications and create audio, video, and graphics content",Develop supply chain and logistics management software systems,"Discuss philosophy, mythology, AI ethics, and abstract intellectual topics","Draft and refine formal dispute, claim, and enforcement correspondence",Draft and refine personal messages for relationships and life events,Draft and revise academic application essays and materials,Draft and revise professional workplace correspondence and business communications,"Draft, review, and analyze legal documents and court filings",Evaluate arguments and develop debate positions or counterarguments,"Extract and analyze content from images, PDFs, and documents",Facilitate interactive roleplay sessions and initiate basic conversations,"Find local information about places, services, restaurants, and cultural topics","Format academic documents including figures, diagrams, citations, and references",Generate guidance for speculative and aleatory activities,"Get help with home maintenance, repairs, construction, and vehicle troubleshooting","Get help with tax filing, calculations, and optimization strategies",Get technical help with AI identification and software configuration,"Help design logos, brands, apps, and creative projects","Help detect fraud, investigate scams, and analyze deception",Help me learn programming languages and software development concepts,"Help prepare for job interviews with questions, answers, and practice","Help research, compare, and select consumer products for purchasing decisions",Help solve mathematics problems from basic arithmetic to advanced university-level topics,"Help with 3D modeling, CAD software, and geometry programming","Help with SQL queries, database design, and optimization","Help with algorithms, data structures, and competitive programming tasks","Help with authentication, authorization, and account security systems","Help with cloud infrastructure setup, security, and file management",Help with git version control and repository management,"Help with immigration, visa applications, and international travel documentation","Help with machine learning, AI development, and technical implementation","Help with networking configuration, troubleshooting, and protocol programming","Help with physics problems, coursework, and educational explanations","Help with robotics programming, control systems, and academic work","Help with signal processing, RF engineering, and audio systems",Optimize and analyze software performance and resource efficiency,Perform corporate financial analysis and business research,"Plan personal trips including itineraries, bookings, and travel logistics","Proofread, edit, and correct written documents and communications","Provide advice and information about pet health, behavior, and care","Provide assistance across family, property, estate, and employment law matters","Provide assistance with electrical engineering, lighting, batteries, solar, and power systems","Provide comprehensive fitness, nutrition, and athletic training guidance",Provide general information regarding investment and portfolio management,Provide information across multiple health conditions,Provide medical and health-related information across multiple specialties,Provide personal finance guidance and perform financial calculations,"Provide recipes, cooking instructions, and beverage advice","Provide relationship, dating, parenting, and family advice",Recommend movies and TV shows and build recommendation systems,"Research government, political, educational, and defense information and policies",Respond to peer reviewers and revise manuscripts for journal submission,Revise and format academic documents across multiple disciplines,Solve engineering physics problems and debug simulation code,Summarize documents and conversation histories to specified formats,Translate text and documents between various languages,"Troubleshoot and configure Docker, Kubernetes, and virtualization platforms","Troubleshoot technical issues with hardware, software, and system configuration","Write, develop, and edit original creative fiction across multiple genres",not_classified
AL,,,,,2.6734104046242777,,,,,,,,,2.023121387283237,,,,1.3728323699421965,,,1.5173410404624277,4.985549132947977,1.6618497109826589,3.757225433526011,1.300578034682081,,,,,,,,,2.312138728323699,1.6618497109826589,,1.5173410404624277,,,,,,,1.5895953757225432,,,2.312138728323699,,,1.1560693641618496,1.5895953757225432,,,,,,1.1560693641618496,,2.0953757225433525,1.3728323699421965,,1.6618497109826589,,,,,1.5173410404624277,,,,,1.083815028901734,,3.6127167630057806,1.5173410404624277,,,,,,,,1.3728323699421965,,,,,,,,1.5173410404624277,,,,1.1560693641618496,,,1.8786127167630056,1.4450867052023122,,,,,,,,,,,2.8901734104046244,4.407514450867052,39.884393063583815
AR,,,,,3.1088082901554404,,,,,,,,,2.072538860103627,,,,,,,,5.569948186528497,,3.886010362694301,,,,,,,,,,2.072538860103627,,,,,,,,,,,,,2.849740932642487,,,,,,,,,,,,3.1088082901554404,,,,,,,,,,,,,,,3.2383419689119166,,,,,,,,,,,,,,,,,1.9430051813471505,,,,,,,2.33160621761658,,,,,,,,,,,,,5.699481865284974,64.11917098445595
AZ,,,,0.6029049054535489,3.6722389695807074,0.4384762948753083,,,0.5755001370238422,1.0139764318991504,,0.4110715264456015,1.1235955056179776,2.493833927103316,0.8769525897506167,0.7399287476020828,,1.1235955056179776,0.5755001370238422,0.4384762948753083,1.7539051795012337,5.179501233214579,1.2880241161962185,3.3159769799945193,1.0139764318991504,,0.5755001370238422,,0.822143052891203,,,,0.7947382844614962,2.110167169087421,2.0827624006577143,,0.6303096738832557,,1.3154288846259248,1.0961907371882706,0.9043573581803234,,0.4384762948753083,1.2880241161962185,,,3.5352151274321733,0.4110715264456015,0.7947382844614962,1.0961907371882706,1.3428336530556315,0.5206906001644286,0.6577144423129624,,0.4384762948753083,,1.1510002740476843,0.465881063305015,3.507810359002467,0.9043573581803234,,0.7673335160317896,,0.5755001370238422,,0.6029049054535489,1.1510002740476843,,,0.712523979172376,,1.3154288846259248,,3.4530008221430526,1.3428336530556315,,0.6851192107426692,0.4932858317347218,0.4384762948753083,,,,1.0413812003288572,0.465881063305015,0.4384762948753083,,,,0.8769525897506167,0.7399287476020828,1.3702384214853385,,1.068785968758564,0.5206906001644286,1.4798574952041657,0.7673335160317896,1.0413812003288572,1.3154288846259248,1.8087147163606467,0.7947382844614962,0.93176212661003,,0.8769525897506167,,0.8769525897506167,,,,0.5755001370238422,2.110167169087421,3.1515483694162785,12.688407782954233
CA,0.157965610109799,0.1735032111042055,0.3262896208825357,0.5723016366273047,3.3535322146260613,0.3392376217112078,0.2123472135902216,0.1165320074580484,0.6888336440853533,1.0099440646364202,0.4272840273461777,0.3055728195566604,0.5826600372902424,2.861508183136524,1.0539672674539051,0.7846488502175264,0.0958152061321732,0.8726952558524964,0.5101512326496789,0.4039776258545681,1.6262689040812095,3.943961052413507,1.5615288999378496,3.348353014294593,0.9322560596643878,0.3288792210482701,0.5308680339755542,0.0854568054692355,0.649989641599337,0.2356536150818313,0.3133416200538637,0.2227056142531593,0.6370416407706649,1.7635177128651334,1.6547545059042883,0.2848560182307851,0.4661280298321939,0.2822664180650507,1.2507768800497203,0.8467992541951522,0.4842552309923348,0.246012015744769,0.4713072301636627,0.9866376631448104,0.1320696084524549,0.2796768178993163,3.192977004350529,0.6111456391133209,0.6137352392790553,1.261135280712658,1.2818520820385333,0.5127408328154133,1.028071265796561,0.2278848145846281,0.6525792417650715,0.2382432152475657,1.1627304744147504,0.7924176507147296,3.3146882121400454,1.09799047027139,0.1916304122643464,0.9892272633105448,0.6318624404391961,0.8675160555210275,0.2822664180650507,0.3806712243629583,1.312927284027346,0.3806712243629583,0.4713072301636627,0.8001864512119329,0.145017609281127,1.4268696913196603,0.5075616324839445,3.5658794282162836,1.4812512948000829,0.3237000207168013,0.6422208411021338,0.7017816449140253,0.4246944271804433,0.3936192251916304,0.3962088253573648,0.2486016159105034,1.9629169256266832,0.3936192251916304,0.5127408328154133,0.3159312202195981,0.4661280298321939,0.0725088046405635,1.0643256681168427,0.8131344520406049,1.551170499274912,0.2719080174021131,0.782059250051792,0.6448104412678682,1.3621296871763,0.6577584420965403,1.2533664802154547,1.2948000828672053,1.0617360679511083,0.8442096540294178,1.1704992749119536,0.0828672053035011,0.7975968510461985,0.2045784130930184,1.2093432773979698,0.5645328361301015,0.5671224362958359,0.8623368551895587,0.492024031489538,1.841205717837166,2.703542573026725,3.211104205510669
CO,,,,0.7495984294128145,4.03355345350705,,,0.2855613064429769,0.6782081028020703,1.106550062466536,0.4640371229698375,0.3391040514010351,0.7139032661074425,2.427271104765304,0.9280742459396752,0.6603605211493843,,1.0708548991611635,0.58897019453864,0.2677137247902909,2.034624308406211,3.9978582902016777,1.2314831340353385,3.3018026057469214,0.9102266642869892,0.4640371229698375,0.6603605211493843,,0.58897019453864,,0.4104943780117794,,0.5175798679278958,2.1952525432803855,1.802605746921292,0.3391040514010351,0.6246653578440122,0.3212564697483491,1.2493307156880245,0.6960556844547563,0.5175798679278958,0.4818847046225236,0.4997322862752097,1.445654113867571,,,3.0697840442620024,0.6603605211493843,0.7674460110655006,1.160092807424594,1.481349277172943,0.4818847046225236,0.8388363376762449,,0.5711226128859539,0.2855613064429769,1.106550062466536,0.3926467963590933,3.2839550240942352,0.7495984294128145,,0.9280742459396752,0.6960556844547563,0.9816169908977334,,0.4104943780117794,1.499196858825629,,0.5711226128859539,0.9280742459396752,,1.106550062466536,0.4640371229698375,3.962163126896306,0.8388363376762449,,0.5532750312332679,0.4283419596644655,0.4283419596644655,0.4640371229698375,0.2855613064429769,,1.213635552382652,0.4104943780117794,0.4283419596644655,,0.2855613064429769,,1.1422452257719078,0.9637694092450472,1.3385686239514547,0.3212564697483491,0.856683919328931,0.58897019453864,1.6419775120471176,0.4461895413171515,1.160092807424594,1.445654113867571,1.0351597358557916,1.0708548991611635,1.2493307156880245,,1.0173121542031054,,1.0351597358557916,0.7495984294128145,0.5532750312332679,0.4997322862752097,0.4997322862752097,1.8918436551847224,3.2839550240942352,6.871318936284133
CT,,,,0.8237986270022883,3.7070938215102975,,,,0.8695652173913043,1.0068649885583525,,,0.9610983981693364,3.203661327231121,1.0983981693363845,,,0.8695652173913043,,,1.4187643020594969,4.94279176201373,1.8306636155606408,3.8443935926773456,0.7322654462242564,,,,,,,,,1.8764302059496567,1.5102974828375286,,,,1.0983981693363845,,,,,0.6864988558352403,,,2.9290617848970255,,0.6864988558352403,1.2814645308924484,1.2356979405034323,,0.6864988558352403,,,,1.2356979405034323,1.0983981693363845,2.9290617848970255,1.0068649885583525,,1.3729977116704806,,,,,1.4645308924485128,,,0.7780320366132724,,1.1899313501144164,0.6864988558352403,3.295194508009154,2.013729977116705,,,,,,,,1.2356979405034323,,,,,,1.5102974828375286,0.8237986270022883,1.2356979405034323,,0.8237986270022883,,1.7848970251716247,,1.3272311212814645,1.7848970251716247,1.4645308924485128,,1.0068649885583525,,1.0983981693363845,,1.5102974828375286,0.6864988558352403,,,,1.9221967963386728,3.4782608695652173,23.93592677345538
DC,,,,,3.394907638542187,,,,1.2481278082875686,0.998502246630055,,,,5.391912131802297,1.2481278082875686,0.798801797304044,,,,,1.2481278082875686,5.242136794807788,1.7473789316025965,5.64153769345981,0.9485771342985524,,,,,,,,,1.8971542685971048,2.396405391912132,,,,1.3479780329505742,0.798801797304044,,,,0.8986520219670495,,,1.99700449326011,,,,0.998502246630055,,,,,,1.1482775836245631,,4.643035446829756,2.046929605591613,,,,,,,,,0.8986520219670495,0.7488766849725411,,0.8986520219670495,,2.4962556165751373,1.4977533699450822,,,,,,,,0.998502246630055,,,,,,0.9485771342985524,,2.895656515227159,,0.798801797304044,,1.0983524712930606,,0.8986520219670495,1.1482775836245631,1.1482775836245631,0.798801797304044,1.3979031452820767,,2.3464802795806294,,1.8472291562656016,,,0.8487269096355468,,0.998502246630055,2.196704942586121,27.009485771342984
DE,,,,,,,,,,,,,,,,,,,,,,4.772234273318872,,4.772234273318872,,,,,,,,,,,,,,,,,,,,,,,3.2537960954446854,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9045553145336225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.121475054229935,79.17570498915401
FL,0.1613314086779315,0.1698225354504542,0.2802071834932496,0.5858877473040672,3.5577821176870175,0.4415385921711811,0.1952959157680224,0.2207692960855905,0.6707990150292944,1.010444085930203,0.3905918315360448,0.237751549630636,0.6623078882567717,2.5473380317568144,0.7981659166171351,0.9679884520675894,,1.0444085930202938,0.4839942260337947,0.5519232402139764,2.2076929608559057,4.177634372081175,1.367071410376157,3.56627324445954,1.1208287339729983,0.3651184512184767,0.5689054937590218,,0.7217457756644307,0.2037870425405451,0.3056805638108177,0.2462426764031587,0.5858877473040672,2.572811412074382,2.292604228581133,0.2717160567207268,0.7047635221193852,0.2462426764031587,1.1123376072004756,0.8830771843423622,0.4924853528063174,0.2886983102657722,0.3141716905833404,1.3500891568311115,,0.1528402819054088,3.2690838074212447,0.7472191559819988,0.7642014095270443,1.2057400016982254,1.536893945826611,0.6368345079392036,0.7387280292094761,0.2886983102657722,0.4245563386261357,0.237751549630636,1.0528997197928165,0.3226628173558631,2.8275452152500637,1.333106903286066,0.1952959157680224,0.9170416914324532,0.534940986668931,0.7981659166171351,0.3566273244459539,0.5264498598964082,1.1378109875180435,0.4500297189437038,0.4924853528063174,0.8406215504797486,0.2037870425405451,1.0189352127027258,0.3651184512184767,3.404941835781608,1.5963318332342702,0.3396450709009085,0.5434321134414537,0.4585208457162266,0.4585208457162266,0.3821007047635221,0.2802071834932496,0.1528402819054088,1.2057400016982254,0.4415385921711811,0.4500297189437038,0.297189437038295,0.4160652118536129,,0.9425150717500212,0.7132546488919079,1.2991423961959752,0.2802071834932496,0.7557102827545215,0.5434321134414537,1.3161246497410206,0.5858877473040672,1.2481956355608388,1.3840536639212024,1.1208287339729983,0.5689054937590218,0.976479578840112,,0.8660949307973167,0.1698225354504542,1.1632843678356115,0.5009764795788402,0.3141716905833404,0.8660949307973167,0.4670119724887492,1.927485777362656,3.821007047635222,3.421924089326654
GA,,0.3108486167236556,0.3419334783960211,0.7304942493005906,4.180913894933168,0.2331364625427416,,,0.7460366801367734,1.0879701585327946,0.27976375505129,,0.7304942493005906,2.968604289710911,0.9325458501709668,0.7615791109729562,,1.0102580043518807,0.4041032017407522,0.419645632576935,1.8184644078333856,5.082374883431768,1.740752253652471,4.30525334162263,0.9014609884986012,0.3574759092322039,0.637239664283494,,0.6838669567920422,,0.3885607709045695,0.2331364625427416,0.6838669567920422,1.8806341311781165,1.8184644078333856,0.4507304942493005,0.917003419334784,0.3263910475598384,1.1345974510413428,0.7615791109729562,0.5595275101025801,0.2331364625427416,0.4041032017407522,1.258936897730805,,,2.937519428038545,0.7460366801367734,0.5129002175940317,1.0879701585327946,1.5853279452906437,0.5906123717749456,0.6061548026111284,,0.5284426484302145,0.2486788933789244,1.0413428660242463,0.419645632576935,3.139571028908921,1.1656823127137084,0.2486788933789244,0.83929126515387,0.4041032017407522,0.9325458501709668,,0.5750699409387628,1.1812247435498913,0.3730183400683867,0.3730183400683867,0.6216972334473112,,1.11905502020516,0.4662729250854833,3.217283183089835,1.67858253030774,,0.699409387628225,0.8237488343176873,0.4507304942493005,0.4351880634131178,0.3263910475598384,,1.258936897730805,0.4662729250854833,0.5906123717749456,0.2486788933789244,0.2486788933789244,,0.8859185576624184,0.777121541809139,1.2123096052222568,0.2642213242151072,0.6216972334473112,0.4818153559216661,1.3055641902393536,0.3419334783960211,1.1035125893689772,1.3055641902393536,1.258936897730805,0.637239664283494,0.8859185576624184,,1.0724277276966117,,0.8548336959900529,0.4973577867578489,0.2486788933789244,0.5595275101025801,0.3730183400683867,1.771837115324837,3.372707491451663,6.26359962698166
